,date,daily_evap_mm,daily_evap_m3
2086,4/1/17,14.62058676,3070.323219
2087,4/2/17,18.32149176,3847.51327
2088,4/3/17,21.65429681,4547.402331
2089,4/4/17,16.23046674,3408.398015
2090,4/5/17,18.15086687,3811.682042
2091,4/6/17,16.60877735,3487.843244
2092,4/7/17,16.17887255,3397.563236
2093,4/8/17,20.5115016,4307.415335
2094,4/9/17,18.37140668,3857.995403
2095,4/10/17,15.3555095,3224.656996
2096,4/11/17,16.27651689,3418.068547
2097,4/12/17,16.68654295,3504.17402
2098,4/13/17,18.17229632,3816.182227
2099,4/14/17,18.79345371,3946.625278
2100,4/15/17,17.02677379,3575.622495
2101,4/16/17,16.23017765,3408.337307
2102,4/17/17,16.54070459,3473.547965
2103,4/18/17,19.40031931,4074.067055
2104,4/19/17,22.00221173,4620.464462
2105,4/20/17,17.47164544,3669.045542
2106,4/21/17,17.7077833,3718.634492
2107,4/22/17,15.33953336,3221.302005
2108,4/23/17,18.73581435,3934.521013
2109,4/24/17,21.51310575,4517.752207
2110,4/25/17,25.19208442,5290.337729
2111,4/26/17,18.26078368,3834.764572
2112,4/27/17,20.4680317,4298.286656
2113,4/28/17,23.87790518,5014.360089
2114,4/29/17,18.27333894,3837.401176
2115,4/30/17,14.85154154,3118.823724
2116,5/1/17,15.34636943,3222.737581
2117,5/2/17,17.53502964,3682.356225
2118,5/3/17,16.98506029,3566.86266
2119,5/4/17,15.46270119,3247.167249
2120,5/5/17,20.15543462,4232.64127
2121,5/6/17,24.56695075,5159.059657
2122,5/7/17,17.1474266,3600.959586
2123,5/8/17,18.63054587,3912.414633
2124,5/9/17,12.44777104,2614.031919
2125,5/10/17,17.26420458,3625.482963
2126,5/11/17,17.44506742,3663.464158
2127,5/12/17,17.55850711,3687.286493
2128,5/13/17,21.90178418,4599.374677
2129,5/14/17,20.29439856,4261.823698
2130,5/15/17,23.45879662,4926.34729
2131,5/16/17,19.10560316,4012.176664
2132,5/17/17,21.12235199,4435.693917
2133,5/18/17,18.6335551,3913.046571
2134,5/19/17,15.75400171,3308.340359
2135,5/20/17,14.37446201,3018.637022
2136,5/21/17,16.29680254,3422.328533
2137,5/22/17,19.49359333,4093.654598
2138,5/23/17,15.19604723,3191.169919
2139,5/24/17,20.39107351,4282.125436
2140,5/25/17,24.21493238,5085.1358
2141,5/26/17,16.59044668,3483.993802
2142,5/27/17,15.47688276,3250.145379
2143,5/28/17,14.83544498,3115.443446
2144,5/29/17,15.56194607,3268.008676
2145,5/30/17,17.01438015,3573.019832
2146,5/31/17,20.12539562,4226.333081
2147,6/1/17,20.07474801,4215.697081
2148,6/2/17,19.06083478,4002.775303
2149,6/3/17,20.5510564,4315.721845
2150,6/4/17,21.64438249,4545.320323
2151,6/5/17,21.56003719,4527.60781
2152,6/6/17,21.14778904,4441.035698
2153,6/7/17,19.50775641,4096.628846
2154,6/8/17,18.85519921,3959.591834
2155,6/9/17,20.57994635,4321.788734
2156,6/10/17,20.99378542,4408.694938
2157,6/11/17,22.86098109,4800.806028
2158,6/12/17,17.89258474,3757.442795
2159,6/13/17,14.58966873,3063.830433
2160,6/14/17,14.79141945,3106.198085
2161,6/15/17,14.83697642,3115.765048
2162,6/16/17,16.61567024,3489.290751
2163,6/17/17,17.65790702,3708.160474
2164,6/18/17,20.01174365,4202.466167
2165,6/19/17,18.14532231,3810.517685
2166,6/20/17,13.78085958,2893.980511
2167,6/21/17,20.99965716,4409.928004
2168,6/22/17,23.392786,4912.48506
2169,6/23/17,22.25256519,4673.03869
2170,6/24/17,19.41633796,4077.430972
2171,6/25/17,19.21630737,4035.424548
2172,6/26/17,19.42170976,4078.559049
2173,6/27/17,17.82416562,3743.07478
2174,6/28/17,21.38819979,4491.521957
2175,6/29/17,15.26325163,3205.282842
2176,6/30/17,17.95345481,3770.225509
2177,7/1/17,15.91383437,3341.905219
2178,7/2/17,18.95342123,3980.218459
2179,7/3/17,19.36622826,4066.907934
2180,7/4/17,20.83992074,4376.383356
2181,7/5/17,21.41809594,4497.800148
2182,7/6/17,19.41261411,4076.648962
2183,7/7/17,17.0834991,3587.534811
2184,7/8/17,18.53678753,3892.725381
2185,7/9/17,19.29831751,4052.646677
2186,7/10/17,17.7595322,3729.501763
2187,7/11/17,14.2040544,2982.851425
2188,7/12/17,17.33715926,3640.803445
2189,7/13/17,19.80524355,4159.101145
2190,7/14/17,16.79429924,3526.80284
2191,7/15/17,16.43647176,3451.65907
2192,7/16/17,15.71858637,3300.903138
2193,7/17/17,10.64254562,2234.934579
2194,7/18/17,14.19298714,2980.5273
2195,7/19/17,12.95969202,2721.535325
2196,7/20/17,14.9720675,3144.134175
2197,7/21/17,15.58464044,3272.774492
2198,7/22/17,14.91070163,3131.247343
2199,7/23/17,15.14076522,3179.560697
2200,7/24/17,6.775090007,1422.768902
2201,7/25/17,11.49956971,2414.90964
2202,7/26/17,15.30422182,3213.886581
2203,7/27/17,19.40420174,4074.882365
2204,7/28/17,13.6742898,2871.600858
2205,7/29/17,13.24390913,2781.220917
2206,7/30/17,11.26620263,2365.902553
2207,7/31/17,14.25197504,2992.914759
2208,8/1/17,11.02809086,2315.899081
2209,8/2/17,9.499408778,1994.875843
2210,8/3/17,13.75934686,2889.462841
2211,8/4/17,14.3537792,3014.293631
2212,8/5/17,16.56849051,3479.383008
2213,8/6/17,15.84787823,3328.054428
2214,8/7/17,15.96087875,3351.784538
2215,8/8/17,15.27395278,3207.530083
2216,8/9/17,15.75740938,3309.05597
2217,8/10/17,12.07403051,2535.546407
2218,8/11/17,13.39163012,2812.242326
2219,8/12/17,14.24826813,2992.136308
2220,8/13/17,12.20572455,2563.202156
2221,8/14/17,14.49767283,3044.511295
2222,8/15/17,17.4705424,3668.813904
2223,8/16/17,15.41475938,3237.099471
2224,8/17/17,15.23419447,3199.180838
2225,8/18/17,14.74968292,3097.433413
2226,8/19/17,15.78439364,3314.722665
2227,8/20/17,10.36341583,2176.317325
2228,8/21/17,13.25132442,2782.778128
2229,8/22/17,13.50021863,2835.045912
2230,8/23/17,15.49100664,3253.111394
2231,8/24/17,14.06640997,2953.946093
2232,8/25/17,13.31781879,2796.741945
2233,8/26/17,14.9764899,3145.062879
2234,8/27/17,14.48922179,3042.736576
2235,8/28/17,15.63392264,3283.123754
2236,8/29/17,15.00613356,3151.288048
2237,8/30/17,14.44426548,3033.295751
2238,8/31/17,15.29232471,3211.388189
2239,9/1/17,13.63179438,2862.67682
2240,9/2/17,13.20137627,2772.289016
2241,9/3/17,16.21002363,3404.104963
2242,9/4/17,15.98925739,3357.744052
2243,9/5/17,13.62325034,2860.882572
2244,9/6/17,13.27539469,2787.832884
2245,9/7/17,13.61638815,2859.441512
2246,9/8/17,11.42483193,2399.214706
2247,9/9/17,10.96559702,2302.775375
2248,9/10/17,12.6794744,2662.689624
2249,9/11/17,13.8959415,2918.147716
2250,9/12/17,13.50060083,2835.126174
2251,9/13/17,14.18319652,2978.471268
2252,9/14/17,15.09901428,3170.793
2253,9/15/17,13.90002428,2919.0051
2254,9/16/17,13.70720918,2878.513928
2255,9/17/17,14.00952842,2942.000969
2256,9/18/17,13.96095225,2931.799973
2257,9/19/17,14.83162047,3114.640298
2258,9/20/17,14.39241154,3022.406424
2259,9/21/17,14.76113707,3099.838784
2260,9/22/17,16.96342777,3562.319831
2261,9/23/17,15.79321955,3316.576106
2262,9/24/17,14.88550133,3125.955279
2263,9/25/17,13.87346201,2913.427023
2264,9/26/17,12.06106444,2532.823532
2265,9/27/17,12.96494161,2722.637739
2266,9/28/17,12.32440516,2588.125083
2267,9/29/17,12.88502781,2705.855839
2268,9/30/17,12.66765388,2660.207316
2269,10/1/17,12.96758537,2723.192928
2270,10/2/17,13.20362933,2772.762159
2271,10/3/17,12.33890398,2591.169837
2272,10/4/17,11.83558695,2485.473259
2273,10/5/17,13.59020074,2853.942156
2274,10/6/17,14.75521977,3098.596152
2275,10/7/17,11.9711971,2513.951391
2276,10/8/17,13.09831086,2750.64528
2277,10/9/17,13.52951891,2841.198971
2278,10/10/17,12.44293109,2613.01553
2279,10/11/17,12.59083836,2644.076056
2280,10/12/17,11.31154848,2375.42518
2281,10/13/17,10.93160193,2295.636405
2282,10/14/17,10.71093968,2249.297333
2283,10/15/17,11.78038909,2473.881708
2284,10/16/17,12.0755148,2535.858108
2285,10/17/17,10.07269571,2115.2661
2286,10/18/17,10.56447881,2218.54055
2287,10/19/17,11.18674326,2349.216084
2288,10/20/17,12.1691785,2555.527485
2289,10/21/17,10.76138713,2259.891297
2290,10/22/17,10.29717813,2162.407408
2291,10/23/17,10.71103835,2249.318053
2292,10/24/17,12.8586373,2700.313832
2293,10/25/17,11.93635883,2506.635353
2294,10/26/17,11.01611224,2313.38357
2295,10/27/17,10.9609392,2301.797232
2296,10/28/17,9.781768897,2054.171468
2297,10/29/17,9.843834092,2067.205159
2298,10/30/17,8.138472755,1709.079278
2299,10/31/17,1.405201954,295.0924104
2300,11/1/17,9.859754985,2070.548547
2301,11/2/17,7.790959198,1636.101432
2302,11/3/17,7.898815355,1658.751225
2303,11/4/17,6.643387922,1395.111464
2304,11/5/17,8.142428641,1709.910015
2305,11/6/17,8.278577041,1738.501179
2306,11/7/17,6.334349776,1330.213453
2307,11/8/17,8.489101288,1782.71127
2308,11/9/17,8.700974955,1827.20474
2309,11/10/17,8.084522641,1697.749755
2310,11/11/17,8.291016219,1741.113406
2311,11/12/17,8.657779329,1818.133659
2312,11/13/17,8.533902875,1792.119604
2313,11/14/17,8.72160668,1831.537403
2314,11/15/17,8.141320363,1709.677276
2315,11/16/17,8.154626495,1712.471564
2316,11/17/17,6.89991922,1448.983036
2317,11/18/17,9.392457177,1972.416007
2318,11/19/17,9.452793356,1985.086605
2319,11/20/17,8.140977445,1709.605263
2320,11/21/17,7.919691225,1663.135157
2321,11/22/17,8.709408128,1828.975707
2322,11/23/17,8.32226642,1747.675948
2323,11/24/17,8.128297336,1706.942441
2324,11/25/17,7.879345843,1654.662627
2325,11/26/17,8.202751007,1722.577711
2326,11/27/17,8.648483901,1816.181619
2327,11/28/17,8.85740385,1860.054808
2328,11/29/17,6.591379856,1384.18977
2329,11/30/17,5.375969773,1128.953652
2330,12/1/17,6.734502079,1414.245437
2331,12/2/17,6.86501843,1441.65387
2332,12/3/17,7.193363857,1510.60641
2333,12/4/17,9.914083353,2081.957504
2334,12/5/17,5.896595827,1238.285124
2335,12/6/17,8.350967544,1753.703184
2336,12/7/17,12.82219701,2692.661372
2337,12/8/17,8.563673198,1798.371372
2338,12/9/17,8.505112104,1786.073542
2339,12/10/17,10.53757689,2212.891148
2340,12/11/17,8.999956999,1889.99097
2341,12/12/17,6.515770719,1368.311851
2342,12/13/17,8.460412804,1776.686689
2343,12/14/17,9.025688615,1895.394609
2344,12/15/17,8.69698904,1826.367698
2345,12/16/17,7.819093877,1642.009714
2346,12/17/17,5.5164848,1158.461808
2347,12/18/17,13.79729398,2897.431736
2348,12/19/17,7.506578339,1576.381451
2349,12/20/17,7.103770569,1491.79182
2350,12/21/17,14.17373862,2976.48511
2351,12/22/17,7.946812463,1668.830617
2352,12/23/17,6.773167936,1422.365267
2353,12/24/17,8.087088958,1698.288681
2354,12/25/17,7.016833022,1473.534935
2355,12/26/17,7.6525946,1607.044866
2356,12/27/17,7.242663044,1520.959239
2357,12/28/17,7.967510748,1673.177257
2358,12/29/17,8.141750212,1709.767545
2359,12/30/17,8.558320109,1797.247223
2360,12/31/17,1.087892847,228.4574978
2361,1/1/18,8.103618251,1701.759833
2362,1/2/18,8.237394285,1729.8528
2363,1/3/18,9.287501023,1950.375215
2364,1/4/18,8.360448556,1755.694197
2365,1/5/18,8.180756608,1717.958888
2366,1/6/18,7.546108541,1584.682794
2367,1/7/18,7.440287978,1562.460475
2368,1/8/18,6.719068944,1411.004478
2369,1/9/18,8.693749425,1825.687379
2370,1/10/18,6.083202779,1277.472584
2371,1/11/18,6.582269333,1382.27656
2372,1/12/18,6.97972875,1465.743038
2373,1/13/18,7.694219668,1615.78613
2374,1/14/18,9.072489665,1905.22283
2375,1/15/18,8.945745111,1878.606473
2376,1/16/18,9.120593941,1915.324728
2377,1/17/18,10.52228355,2209.679546
2378,1/18/18,9.598468858,2015.67846
2379,1/19/18,9.120468822,1915.298453
2380,1/20/18,9.673766521,2031.490969
2381,1/21/18,12.86153408,2700.922157
2382,1/22/18,8.939293666,1877.25167
2383,1/23/18,9.850046901,2068.509849
2384,1/24/18,12.94299245,2718.028415
2385,1/25/18,14.17537521,2976.828794
2386,1/26/18,11.51474374,2418.096186
2387,1/27/18,10.29556791,2162.069261
2388,1/28/18,11.06107036,2322.824776
2389,1/29/18,15.01224694,3152.571856
2390,1/30/18,10.25819,2154.219901
2391,1/31/18,10.69394283,2245.727995
2392,2/1/18,10.23757998,2149.891795
2393,2/2/18,10.40548729,2185.152331
2394,2/3/18,10.91713071,2292.597449
2395,2/4/18,10.91600459,2292.360964
2396,2/5/18,10.90677633,2290.423029
2397,2/6/18,13.47651312,2830.067755
2398,2/7/18,11.59256551,2434.438758
2399,2/8/18,11.76951501,2471.598153
2400,2/9/18,11.93426923,2506.196538
2401,2/10/18,12.1728539,2556.299319
2402,2/11/18,13.656309,2867.82489
2403,2/12/18,7.489732999,1572.84393
2404,2/13/18,8.788695209,1845.625994
2405,2/14/18,2.877098145,604.1906104
2406,2/15/18,6.281174283,1319.046599
2407,2/16/18,5.699917625,1196.982701
2408,2/17/18,8.35313875,1754.159138
2409,2/18/18,10.12260795,2125.747671
2410,2/19/18,14.51766505,3048.709662
2411,2/20/18,13.73038359,2883.380554
2412,2/21/18,13.98232691,2936.288651
2413,2/22/18,14.68121454,3083.055053
2414,2/23/18,13.39957346,2813.910426
2415,2/24/18,13.09677214,2750.32215
2416,2/25/18,12.2015906,2562.334026
2417,2/26/18,12.603368,2646.707281
2418,2/27/18,12.73462873,2674.272034
2419,2/28/18,11.52120474,2419.452995
2420,3/1/18,12.1727241,2556.272061
2421,3/2/18,12.67685574,2662.139705
2422,3/3/18,15.12541562,3176.33728
2423,3/4/18,16.52466635,3470.179933
2424,3/5/18,14.46109305,3036.829542
2425,3/6/18,13.74651322,2886.767776
2426,3/7/18,11.83607824,2485.57643
2427,3/8/18,13.39514535,2812.980524
2428,3/9/18,14.37002319,3017.704869
2429,3/10/18,7.687002225,1614.270467
2430,3/11/18,9.435574158,1981.470573
2431,3/12/18,12.97860842,2725.507769
2432,3/13/18,11.29660743,2372.287559
2433,3/14/18,15.43673416,3241.714174
2434,3/15/18,16.51185718,3467.490008
2435,3/16/18,12.97317246,2724.366216
2436,3/17/18,15.89399041,3337.737986
2437,3/18/18,17.80531457,3739.116059
2438,3/19/18,14.08627236,2958.117195
2439,3/20/18,15.07495733,3165.741039
2440,3/21/18,13.17006443,2765.71353
2441,3/22/18,12.39593287,2603.145904
2442,3/23/18,18.04650601,3789.766263
2443,3/24/18,14.79918862,3107.82961
2444,3/25/18,17.67208498,3711.137845
2445,3/26/18,18.27481237,3837.710598
2446,3/27/18,17.22404753,3617.049981
2447,3/28/18,17.10421795,3591.885769
2448,3/29/18,15.94311892,3348.054974
2449,3/30/18,16.2266972,3407.606412
2450,3/31/18,14.03335655,2947.004876
2451,4/1/18,14.40250878,3024.526845
2452,4/2/18,17.93587583,3766.533924
2453,4/3/18,15.60772395,3277.622029
2454,4/4/18,14.31809333,3006.7996
2455,4/5/18,14.80020786,3108.043651
2456,4/6/18,16.19290718,3400.510508
2457,4/7/18,16.81174981,3530.46746
2458,4/8/18,19.35538361,4064.630558
2459,4/9/18,15.89855039,3338.695582
2460,4/10/18,14.69576546,3086.110747
2461,4/11/18,15.34879879,3223.247745
2462,4/12/18,23.78460768,4994.767612
2463,4/13/18,20.55016455,4315.534556
2464,4/14/18,18.15185116,3811.888744
2465,4/15/18,15.5491603,3265.323664
2466,4/16/18,11.47919059,2410.630025
2467,4/17/18,19.24273093,4040.973496
2468,4/18/18,15.77204561,3312.129578
2469,4/19/18,18.67267996,3921.262791
2470,4/20/18,19.93466251,4186.279126
2471,4/21/18,15.81205149,3320.530814
2472,4/22/18,14.6802798,3082.858758
2473,4/23/18,17.01073126,3572.253564
2474,4/24/18,16.76546671,3520.748009
2475,4/25/18,16.87518049,3543.787902
2476,4/26/18,14.57951654,3061.698473
2477,4/27/18,16.23548968,3409.452833
2478,4/28/18,19.02977071,3996.251849
2479,4/29/18,18.98054659,3985.914784
2480,4/30/18,19.2147309,4035.093489
2481,5/1/18,12.93978113,2717.354037
2482,5/2/18,15.09355647,3169.646858
2483,5/3/18,15.42281305,3238.79074
2484,5/4/18,15.28809706,3210.500382
2485,5/5/18,16.61877977,3489.943752
2486,5/6/18,15.1659841,3184.85666
2487,5/7/18,12.65471475,2657.490097
2488,5/8/18,17.2435981,3621.155601
2489,5/9/18,16.81248115,3530.621041
2490,5/10/18,18.19237341,3820.398417
2491,5/11/18,20.49898038,4304.785881
2492,5/12/18,20.14473845,4230.395074
2493,5/13/18,17.2978795,3632.554695
2494,5/14/18,17.73943508,3725.281367
2495,5/15/18,16.29667632,3422.302026
2496,5/16/18,17.39801119,3653.582351
2497,5/17/18,19.25506586,4043.56383
2498,5/18/18,18.83987715,3956.374201
2499,5/19/18,17.62467335,3701.181403
2500,5/20/18,18.36820541,3857.323136
2501,5/21/18,17.37281135,3648.290384
2502,5/22/18,19.27339828,4047.413639
2503,5/23/18,17.8162359,3741.409539
2504,5/24/18,18.64045254,3914.495034
2505,5/25/18,18.67609483,3921.979915
2506,5/26/18,19.58033237,4111.869797
2507,5/27/18,17.16687238,3605.043199
2508,5/28/18,16.93960441,3557.316925
2509,5/29/18,18.11550995,3804.257089
2510,5/30/18,19.03548643,3997.45215
2511,5/31/18,18.23417715,3829.177202
2512,6/1/18,16.75203214,3517.92675
2513,6/2/18,17.11402134,3593.944481
2514,6/3/18,15.68292336,3293.413905
2515,6/4/18,17.45101098,3664.712307
2516,6/5/18,15.99086645,3358.081955
2517,6/6/18,16.30835958,3424.755511
2518,6/7/18,17.26773215,3626.223751
2519,6/8/18,17.27003889,3626.708168
2520,6/9/18,17.92091596,3763.392352
2521,6/10/18,18.8320813,3954.737073
2522,6/11/18,16.48520396,3461.892832
2523,6/12/18,17.38822344,3651.526922
2524,6/13/18,13.84556215,2907.568052
2525,6/14/18,19.54138128,4103.690069
2526,6/15/18,12.79155661,2686.226887
2527,6/16/18,7.149629139,1501.422119
2528,6/17/18,17.78668145,3735.203105
2529,6/18/18,18.0234719,3784.929099
2530,6/19/18,18.06930462,3794.553971
2531,6/20/18,18.33912445,3851.216135
2532,6/21/18,20.94375165,4398.187846
2533,6/22/18,16.17180736,3396.079547
2534,6/23/18,19.79840462,4157.66497
2535,6/24/18,19.42064351,4078.335138
2536,6/25/18,18.50796642,3886.672948
2537,6/26/18,18.8907956,3967.067076
2538,6/27/18,18.92040366,3973.284769
2539,6/28/18,20.0347038,4207.287798
2540,6/29/18,17.83274747,3744.876969
2541,6/30/18,18.51552827,3888.260938
2542,7/1/18,16.86813824,3542.30903
2543,7/2/18,17.98778996,3777.435891
2544,7/3/18,19.70922092,4138.936394
2545,7/4/18,16.32257773,3427.741324
2546,7/5/18,17.73020466,3723.342978
2547,7/6/18,18.8714662,3963.007902
2548,7/7/18,16.82626728,3533.516129
2549,7/8/18,15.25045518,3202.595587
2550,7/9/18,13.5062702,2836.316743
2551,7/10/18,9.803972185,2058.834159
2552,7/11/18,12.78798092,2685.475994
2553,7/12/18,11.94403738,2508.247849
2554,7/13/18,15.23652748,3199.67077
2555,7/14/18,13.72706397,2882.683433
2556,7/15/18,10.11269732,2123.666438
2557,7/16/18,13.05191594,2740.902348
2558,7/17/18,14.87430861,3123.604809
2559,7/18/18,17.71060581,3719.227219
2560,7/19/18,18.12588331,3806.435495
2561,7/20/18,17.16189114,3603.997139
2562,7/21/18,16.00213141,3360.447596
2563,7/22/18,16.8955947,3548.074887
2564,7/23/18,17.60847668,3697.780104
2565,7/24/18,17.18310471,3608.451989
2566,7/25/18,17.0872179,3588.315759
2567,7/26/18,20.08789408,4218.457756
2568,7/27/18,15.88248049,3335.320903
2569,7/28/18,15.52694765,3260.659007
2570,7/29/18,15.75568881,3308.69465
2571,7/30/18,16.24252751,3410.930777
2572,7/31/18,13.59479013,2854.905928
2573,8/1/18,16.17502245,3396.754714
2574,8/2/18,15.15781494,3183.141138
2575,8/3/18,14.52574678,3050.406824
2576,8/4/18,16.83568063,3535.492933
2577,8/5/18,16.60252114,3486.529439
2578,8/6/18,17.4125528,3656.636088
2579,8/7/18,18.64984888,3916.468265
2580,8/8/18,14.49159342,3043.234619
2581,8/9/18,13.99916317,2939.824266
2582,8/10/18,15.08230675,3167.284417
2583,8/11/18,14.18144388,2978.103215
2584,8/12/18,15.96745479,3353.165507
2585,8/13/18,16.2288672,3408.062112
2586,8/14/18,16.33547513,3430.449778
2587,8/15/18,10.12541271,2126.336668
2588,8/16/18,13.32285913,2797.800417
2589,8/17/18,13.9738626,2934.511147
2590,8/18/18,16.11545451,3384.245447
2591,8/19/18,16.68615147,3504.091809
2592,8/20/18,17.03344064,3577.022534
2593,8/21/18,14.57721919,3061.216031
2594,8/22/18,13.72035334,2881.274201
2595,8/23/18,14.14267048,2969.9608
2596,8/24/18,13.59977629,2855.95302
2597,8/25/18,12.53125451,2631.563446
2598,8/26/18,13.25249304,2783.023539
2599,8/27/18,15.8655615,3331.767915
2600,8/28/18,13.81054,2900.2134
2601,8/29/18,13.57119373,2849.950684
2602,8/30/18,12.73119591,2673.551141
2603,8/31/18,13.93270089,2925.867187
2604,9/1/18,15.20774335,3193.626104
2605,9/2/18,13.69180713,2875.279498
2606,9/3/18,12.97483274,2724.714875
2607,9/4/18,13.17452036,2766.649275
2608,9/5/18,13.16441035,2764.526173
2609,9/6/18,13.13674539,2758.716532
2610,9/7/18,13.27830094,2788.443198
2611,9/8/18,13.95068784,2929.644446
2612,9/9/18,15.59969777,3275.936532
2613,9/10/18,14.09832328,2960.647888
2614,9/11/18,15.79934813,3317.863108
2615,9/12/18,14.8161234,3111.385913
2616,9/13/18,13.4751455,2829.780555
2617,9/14/18,13.19723813,2771.420007
2618,9/15/18,13.90266717,2919.560105
2619,9/16/18,13.34931368,2803.355873
2620,9/17/18,13.2660916,2785.879236
2621,9/18/18,15.83489556,3325.328069
2622,9/19/18,5.431044066,1140.519254
2623,9/20/18,11.32442835,2378.129953
2624,9/21/18,11.52711267,2420.69366
2625,9/22/18,12.50402832,2625.845947
2626,9/23/18,13.53574749,2842.506973
2627,9/24/18,12.93096855,2715.503395
2628,9/25/18,13.24375731,2781.189036
2629,9/26/18,12.09776059,2540.529724
2630,9/27/18,12.1042625,2541.895124
2631,9/28/18,12.06417799,2533.477379
2632,9/29/18,12.78634008,2685.131417
2633,9/30/18,8.869869743,1862.672646
2634,10/1/18,3.633672308,763.0711847
2635,10/2/18,3.768208941,791.3238776
2636,10/3/18,0.312016636,65.52349364
